[*] Mapping R-DAC patterns in SP-808TS25E.ima...
[*] Block Size: 4096 bytes
LBA        | Offset       | Entropy  | Type
93024      | 0x2d6c000    | 7.79     | DATA (R-DAC?)
93032      | 0x2d6d000    | 7.65     | DATA (R-DAC?)
93040      | 0x2d6e000    | 7.61     | DATA (R-DAC?)
93048      | 0x2d6f000    | 7.51     | DATA (R-DAC?)
93056      | 0x2d70000    | 7.50     | DATA (R-DAC?)
93064      | 0x2d71000    | 7.01     | Metadata/Table
93072      | 0x2d72000    | 7.66     | DATA (R-DAC?)
93080      | 0x2d73000    | 7.48     | DATA (R-DAC?)
93088      | 0x2d74000    | 6.54     | Metadata/Table
93096      | 0x2d75000    | 7.85     | DATA (R-DAC?)
93104      | 0x2d76000    | 7.76     | DATA (R-DAC?)
93112      | 0x2d77000    | 7.67     | DATA (R-DAC?)
93120      | 0x2d78000    | 7.73     | DATA (R-DAC?)
93128      | 0x2d79000    | 7.80     | DATA (R-DAC?)
93136      | 0x2d7a000    | 7.55     | DATA (R-DAC?)
93144      | 0x2d7b000    | 7.68     | DATA (R-DAC?)
93152      | 0x2d7c000    | 7.68     | DATA (R-DAC?)
93160      | 0x2d7d000    | 7.60     | DATA (R-DAC?)
93168      | 0x2d7e000    | 7.23     | DATA (R-DAC?)
93176      | 0x2d7f000    | 7.65     | DATA (R-DAC?)
93184      | 0x2d80000    | 7.25     | DATA (R-DAC?)
93192      | 0x2d81000    | 6.76     | Metadata/Table
93200      | 0x2d82000    | 7.42     | DATA (R-DAC?)
93208      | 0x2d83000    | 6.65     | Metadata/Table
93216      | 0x2d84000    | 7.21     | DATA (R-DAC?)
93224      | 0x2d85000    | 7.18     | Metadata/Table
93232      | 0x2d86000    | 7.77     | DATA (R-DAC?)
93240      | 0x2d87000    | 7.71     | DATA (R-DAC?)
93248      | 0x2d88000    | 7.65     | DATA (R-DAC?)
93256      | 0x2d89000    | 7.54     | DATA (R-DAC?)
93264      | 0x2d8a000    | 7.54     | DATA (R-DAC?)
93272      | 0x2d8b000    | 6.95     | Metadata/Table
93280      | 0x2d8c000    | 7.64     | DATA (R-DAC?)
93288      | 0x2d8d000    | 7.04     | Metadata/Table
93296      | 0x2d8e000    | 6.98     | Metadata/Table
93304      | 0x2d8f000    | 7.21     | DATA (R-DAC?)
93312      | 0x2d90000    | 6.60     | Metadata/Table
93320      | 0x2d91000    | 7.35     | DATA (R-DAC?)
93328      | 0x2d92000    | 6.76     | Metadata/Table
93336      | 0x2d93000    | 7.79     | DATA (R-DAC?)
93344      | 0x2d94000    | 7.71     | DATA (R-DAC?)
93352      | 0x2d95000    | 6.38     | Metadata/Table
93360      | 0x2d96000    | 7.79     | DATA (R-DAC?)
93368      | 0x2d97000    | 7.77     | DATA (R-DAC?)
93376      | 0x2d98000    | 7.58     | DATA (R-DAC?)
93384      | 0x2d99000    | 7.71     | DATA (R-DAC?)
93392      | 0x2d9a000    | 7.80     | DATA (R-DAC?)
93400      | 0x2d9b000    | 7.56     | DATA (R-DAC?)
93408      | 0x2d9c000    | 6.97     | Metadata/Table
93416      | 0x2d9d000    | 6.94     | Metadata/Table
93424      | 0x2d9e000    | 7.30     | DATA (R-DAC?)
93432      | 0x2d9f000    | 6.19     | Metadata/Table
93440      | 0x2da0000    | 7.80     | DATA (R-DAC?)
93448      | 0x2da1000    | 7.79     | DATA (R-DAC?)
93456      | 0x2da2000    | 7.65     | DATA (R-DAC?)
93464      | 0x2da3000    | 7.58     | DATA (R-DAC?)
93472      | 0x2da4000    | 7.49     | DATA (R-DAC?)
93480      | 0x2da5000    | 7.45     | DATA (R-DAC?)
93488      | 0x2da6000    | 7.08     | Metadata/Table
93496      | 0x2da7000    | 7.11     | Metadata/Table
93504      | 0x2da8000    | 7.57     | DATA (R-DAC?)
93512      | 0x2da9000    | 6.64     | Metadata/Table
93520      | 0x2daa000    | 7.85     | DATA (R-DAC?)
93528      | 0x2dab000    | 7.74     | DATA (R-DAC?)
93536      | 0x2dac000    | 7.64     | DATA (R-DAC?)
93544      | 0x2dad000    | 7.75     | DATA (R-DAC?)
93552      | 0x2dae000    | 7.77     | DATA (R-DAC?)
93560      | 0x2daf000    | 7.43     | DATA (R-DAC?)
93568      | 0x2db0000    | 7.30     | DATA (R-DAC?)
93576      | 0x2db1000    | 7.81     | DATA (R-DAC?)
93584      | 0x2db2000    | 7.58     | DATA (R-DAC?)
93592      | 0x2db3000    | 7.36     | DATA (R-DAC?)
93600      | 0x2db4000    | 3.34     | Empty/Padding
93648      | 0x2dba000    | 2.80     | Empty/Padding
93656      | 0x2dbb000    | 3.64     | Empty/Padding
93664      | 0x2dbc000    | 3.67     | Empty/Padding
93672      | 0x2dbd000    | 7.14     | Metadata/Table
93680      | 0x2dbe000    | 6.66     | Metadata/Table
93688      | 0x2dbf000    | 3.75     | Empty/Padding
93696      | 0x2dc0000    | 7.18     | Metadata/Table
93704      | 0x2dc1000    | 7.49     | DATA (R-DAC?)
93712      | 0x2dc2000    | 3.64     | Empty/Padding
93720      | 0x2dc3000    | 7.09     | Metadata/Table
93728      | 0x2dc4000    | 7.24     | DATA (R-DAC?)
93736      | 0x2dc5000    | 3.69     | Empty/Padding
93744      | 0x2dc6000    | 7.13     | Metadata/Table
93752      | 0x2dc7000    | 6.65     | Metadata/Table
93760      | 0x2dc8000    | 3.78     | Empty/Padding
93768      | 0x2dc9000    | 7.15     | Metadata/Table
93776      | 0x2dca000    | 6.44     | Metadata/Table
93784      | 0x2dcb000    | 3.69     | Empty/Padding
93792      | 0x2dcc000    | 7.15     | Metadata/Table
93800      | 0x2dcd000    | 7.24     | DATA (R-DAC?)
93808      | 0x2dce000    | 5.69     | Metadata/Table
93816      | 0x2dcf000    | 7.12     | Metadata/Table
93824      | 0x2dd0000    | 5.99     | Metadata/Table
93832      | 0x2dd1000    | 6.97     | Metadata/Table
93840      | 0x2dd2000    | 7.09     | Metadata/Table
93848      | 0x2dd3000    | 7.79     | DATA (R-DAC?)
93856      | 0x2dd4000    | 7.80     | DATA (R-DAC?)
93864      | 0x2dd5000    | 7.79     | DATA (R-DAC?)
93872      | 0x2dd6000    | 7.83     | DATA (R-DAC?)
93880      | 0x2dd7000    | 7.82     | DATA (R-DAC?)
93888      | 0x2dd8000    | 7.65     | DATA (R-DAC?)
93896      | 0x2dd9000    | 7.59     | DATA (R-DAC?)
93904      | 0x2dda000    | 7.60     | DATA (R-DAC?)
93912      | 0x2ddb000    | 7.61     | DATA (R-DAC?)
93920      | 0x2ddc000    | 7.54     | DATA (R-DAC?)
93928      | 0x2ddd000    | 7.65     | DATA (R-DAC?)
93936      | 0x2dde000    | 7.78     | DATA (R-DAC?)
93944      | 0x2ddf000    | 7.60     | DATA (R-DAC?)
93952      | 0x2de0000    | 7.33     | DATA (R-DAC?)
93960      | 0x2de1000    | 7.66     | DATA (R-DAC?)
93968      | 0x2de2000    | 7.56     | DATA (R-DAC?)
93976      | 0x2de3000    | 7.52     | DATA (R-DAC?)
93984      | 0x2de4000    | 7.60     | DATA (R-DAC?)
93992      | 0x2de5000    | 7.60     | DATA (R-DAC?)
94000      | 0x2de6000    | 7.63     | DATA (R-DAC?)
94008      | 0x2de7000    | 7.55     | DATA (R-DAC?)
94016      | 0x2de8000    | 7.58     | DATA (R-DAC?)
94024      | 0x2de9000    | 7.61     | DATA (R-DAC?)
94032      | 0x2dea000    | 7.47     | DATA (R-DAC?)
94040      | 0x2deb000    | 7.62     | DATA (R-DAC?)
94048      | 0x2dec000    | 7.53     | DATA (R-DAC?)
94056      | 0x2ded000    | 7.53     | DATA (R-DAC?)
94064      | 0x2dee000    | 7.50     | DATA (R-DAC?)
94072      | 0x2def000    | 7.61     | DATA (R-DAC?)
94080      | 0x2df0000    | 7.61     | DATA (R-DAC?)
94088      | 0x2df1000    | 7.55     | DATA (R-DAC?)
94096      | 0x2df2000    | 7.54     | DATA (R-DAC?)
94104      | 0x2df3000    | 7.59     | DATA (R-DAC?)
94112      | 0x2df4000    | 7.52     | DATA (R-DAC?)
94120      | 0x2df5000    | 7.63     | DATA (R-DAC?)
94128      | 0x2df6000    | 7.75     | DATA (R-DAC?)
94136      | 0x2df7000    | 7.59     | DATA (R-DAC?)
94144      | 0x2df8000    | 7.37     | DATA (R-DAC?)
94152      | 0x2df9000    | 7.66     | DATA (R-DAC?)
94160      | 0x2dfa000    | 7.58     | DATA (R-DAC?)
94168      | 0x2dfb000    | 7.57     | DATA (R-DAC?)
94176      | 0x2dfc000    | 7.62     | DATA (R-DAC?)
94184      | 0x2dfd000    | 7.58     | DATA (R-DAC?)
94192      | 0x2dfe000    | 7.58     | DATA (R-DAC?)
94200      | 0x2dff000    | 7.54     | DATA (R-DAC?)
94208      | 0x2e00000    | 7.54     | DATA (R-DAC?)
94216      | 0x2e01000    | 7.63     | DATA (R-DAC?)
94224      | 0x2e02000    | 7.54     | DATA (R-DAC?)
94232      | 0x2e03000    | 7.78     | DATA (R-DAC?)
94240      | 0x2e04000    | 7.79     | DATA (R-DAC?)
94248      | 0x2e05000    | 7.79     | DATA (R-DAC?)
94256      | 0x2e06000    | 7.82     | DATA (R-DAC?)
94264      | 0x2e07000    | 7.83     | DATA (R-DAC?)
94272      | 0x2e08000    | 7.70     | DATA (R-DAC?)
94280      | 0x2e09000    | 7.60     | DATA (R-DAC?)
94288      | 0x2e0a000    | 7.63     | DATA (R-DAC?)
94296      | 0x2e0b000    | 7.74     | DATA (R-DAC?)
94304      | 0x2e0c000    | 7.73     | DATA (R-DAC?)
94312      | 0x2e0d000    | 5.72     | Metadata/Table
94320      | 0x2e0e000    | 7.73     | DATA (R-DAC?)
94328      | 0x2e0f000    | 7.74     | DATA (R-DAC?)
94336      | 0x2e10000    | 7.80     | DATA (R-DAC?)
94344      | 0x2e11000    | 7.79     | DATA (R-DAC?)
94352      | 0x2e12000    | 7.79     | DATA (R-DAC?)
94360      | 0x2e13000    | 7.81     | DATA (R-DAC?)
94368      | 0x2e14000    | 7.81     | DATA (R-DAC?)
94376      | 0x2e15000    | 7.74     | DATA (R-DAC?)
94384      | 0x2e16000    | 5.70     | Metadata/Table
94392      | 0x2e17000    | 7.73     | DATA (R-DAC?)
94400      | 0x2e18000    | 6.71     | Metadata/Table
94408      | 0x2e19000    | 5.74     | Metadata/Table
94416      | 0x2e1a000    | 7.73     | DATA (R-DAC?)
94424      | 0x2e1b000    | 7.74     | DATA (R-DAC?)
94432      | 0x2e1c000    | 7.77     | DATA (R-DAC?)
94440      | 0x2e1d000    | 7.77     | DATA (R-DAC?)
94448      | 0x2e1e000    | 7.79     | DATA (R-DAC?)
94456      | 0x2e1f000    | 7.71     | DATA (R-DAC?)
94464      | 0x2e20000    | 7.72     | DATA (R-DAC?)
94472      | 0x2e21000    | 6.70     | Metadata/Table
94480      | 0x2e22000    | 5.38     | Metadata/Table
94488      | 0x2e23000    | 7.66     | DATA (R-DAC?)
94496      | 0x2e24000    | 7.77     | DATA (R-DAC?)
94504      | 0x2e25000    | 7.82     | DATA (R-DAC?)
94512      | 0x2e26000    | 7.80     | DATA (R-DAC?)
94520      | 0x2e27000    | 7.80     | DATA (R-DAC?)
94528      | 0x2e28000    | 7.73     | DATA (R-DAC?)
94536      | 0x2e29000    | 7.72     | DATA (R-DAC?)
94544      | 0x2e2a000    | 7.77     | DATA (R-DAC?)
94552      | 0x2e2b000    | 7.79     | DATA (R-DAC?)
94560      | 0x2e2c000    | 7.80     | DATA (R-DAC?)
94568      | 0x2e2d000    | 7.73     | DATA (R-DAC?)
94576      | 0x2e2e000    | 7.68     | DATA (R-DAC?)
94584      | 0x2e2f000    | 7.65     | DATA (R-DAC?)
94592      | 0x2e30000    | 7.81     | DATA (R-DAC?)
94600      | 0x2e31000    | 7.72     | DATA (R-DAC?)
94608      | 0x2e32000    | 7.73     | DATA (R-DAC?)
94616      | 0x2e33000    | 7.77     | DATA (R-DAC?)
94624      | 0x2e34000    | 7.73     | DATA (R-DAC?)
94632      | 0x2e35000    | 7.77     | DATA (R-DAC?)
94640      | 0x2e36000    | 7.80     | DATA (R-DAC?)
94648      | 0x2e37000    | 7.79     | DATA (R-DAC?)
94656      | 0x2e38000    | 7.79     | DATA (R-DAC?)
94664      | 0x2e39000    | 7.75     | DATA (R-DAC?)
94672      | 0x2e3a000    | 7.45     | DATA (R-DAC?)
94680      | 0x2e3b000    | 7.67     | DATA (R-DAC?)
94688      | 0x2e3c000    | 7.76     | DATA (R-DAC?)
94696      | 0x2e3d000    | 7.82     | DATA (R-DAC?)
94704      | 0x2e3e000    | 7.81     | DATA (R-DAC?)
94712      | 0x2e3f000    | 7.81     | DATA (R-DAC?)
94720      | 0x2e40000    | 7.70     | DATA (R-DAC?)
94728      | 0x2e41000    | 7.76     | DATA (R-DAC?)
94736      | 0x2e42000    | 7.78     | DATA (R-DAC?)
94744      | 0x2e43000    | 7.44     | DATA (R-DAC?)
94752      | 0x2e44000    | 7.71     | DATA (R-DAC?)
94760      | 0x2e45000    | 7.76     | DATA (R-DAC?)
94768      | 0x2e46000    | 7.79     | DATA (R-DAC?)
94776      | 0x2e47000    | 7.80     | DATA (R-DAC?)
94784      | 0x2e48000    | 7.79     | DATA (R-DAC?)
94792      | 0x2e49000    | 7.77     | DATA (R-DAC?)
94800      | 0x2e4a000    | 7.75     | DATA (R-DAC?)
94808      | 0x2e4b000    | 7.78     | DATA (R-DAC?)
94816      | 0x2e4c000    | 7.76     | DATA (R-DAC?)
94824      | 0x2e4d000    | 7.80     | DATA (R-DAC?)
94832      | 0x2e4e000    | 7.72     | DATA (R-DAC?)
94840      | 0x2e4f000    | 7.73     | DATA (R-DAC?)
94848      | 0x2e50000    | 7.65     | DATA (R-DAC?)
94856      | 0x2e51000    | 7.78     | DATA (R-DAC?)
94864      | 0x2e52000    | 7.44     | DATA (R-DAC?)
94872      | 0x2e53000    | 7.73     | DATA (R-DAC?)
94880      | 0x2e54000    | 7.78     | DATA (R-DAC?)
94888      | 0x2e55000    | 7.82     | DATA (R-DAC?)
94896      | 0x2e56000    | 7.80     | DATA (R-DAC?)
94904      | 0x2e57000    | 7.79     | DATA (R-DAC?)
94912      | 0x2e58000    | 7.68     | DATA (R-DAC?)
94920      | 0x2e59000    | 7.76     | DATA (R-DAC?)
94928      | 0x2e5a000    | 7.76     | DATA (R-DAC?)
94936      | 0x2e5b000    | 7.81     | DATA (R-DAC?)
94944      | 0x2e5c000    | 7.78     | DATA (R-DAC?)
94952      | 0x2e5d000    | 7.74     | DATA (R-DAC?)
94960      | 0x2e5e000    | 7.56     | DATA (R-DAC?)
94968      | 0x2e5f000    | 7.75     | DATA (R-DAC?)
94976      | 0x2e60000    | 7.82     | DATA (R-DAC?)
94984      | 0x2e61000    | 7.65     | DATA (R-DAC?)
94992      | 0x2e62000    | 7.76     | DATA (R-DAC?)
95000      | 0x2e63000    | 7.78     | DATA (R-DAC?)
95008      | 0x2e64000    | 7.68     | DATA (R-DAC?)
95016      | 0x2e65000    | 7.80     | DATA (R-DAC?)
95024      | 0x2e66000    | 7.80     | DATA (R-DAC?)
95032      | 0x2e67000    | 7.80     | DATA (R-DAC?)
95040      | 0x2e68000    | 7.77     | DATA (R-DAC?)
95048      | 0x2e69000    | 7.76     | DATA (R-DAC?)
95056      | 0x2e6a000    | 7.31     | DATA (R-DAC?)
95064      | 0x2e6b000    | 7.74     | DATA (R-DAC?)
95072      | 0x2e6c000    | 7.77     | DATA (R-DAC?)
95080      | 0x2e6d000    | 7.81     | DATA (R-DAC?)
95088      | 0x2e6e000    | 7.81     | DATA (R-DAC?)
95096      | 0x2e6f000    | 7.81     | DATA (R-DAC?)
95104      | 0x2e70000    | 7.68     | DATA (R-DAC?)
95112      | 0x2e71000    | 7.77     | DATA (R-DAC?)
95120      | 0x2e72000    | 7.76     | DATA (R-DAC?)
95128      | 0x2e73000    | 7.33     | DATA (R-DAC?)
95136      | 0x2e74000    | 7.76     | DATA (R-DAC?)
95144      | 0x2e75000    | 7.77     | DATA (R-DAC?)
95152      | 0x2e76000    | 7.79     | DATA (R-DAC?)
95160      | 0x2e77000    | 7.81     | DATA (R-DAC?)
95168      | 0x2e78000    | 7.79     | DATA (R-DAC?)
95176      | 0x2e79000    | 7.72     | DATA (R-DAC?)
95184      | 0x2e7a000    | 7.76     | DATA (R-DAC?)
95192      | 0x2e7b000    | 7.78     | DATA (R-DAC?)
95200      | 0x2e7c000    | 7.44     | DATA (R-DAC?)
95208      | 0x2e7d000    | 7.76     | DATA (R-DAC?)
95216      | 0x2e7e000    | 7.80     | DATA (R-DAC?)
95224      | 0x2e7f000    | 7.81     | DATA (R-DAC?)
95232      | 0x2e80000    | 7.79     | DATA (R-DAC?)
95240      | 0x2e81000    | 7.81     | DATA (R-DAC?)
95248      | 0x2e82000    | 7.46     | DATA (R-DAC?)
95256      | 0x2e83000    | 7.76     | DATA (R-DAC?)
95264      | 0x2e84000    | 7.80     | DATA (R-DAC?)
95272      | 0x2e85000    | 7.81     | DATA (R-DAC?)
95280      | 0x2e86000    | 7.79     | DATA (R-DAC?)
95288      | 0x2e87000    | 7.81     | DATA (R-DAC?)
95296      | 0x2e88000    | 7.67     | DATA (R-DAC?)
95304      | 0x2e89000    | 7.76     | DATA (R-DAC?)
95312      | 0x2e8a000    | 7.76     | DATA (R-DAC?)
95320      | 0x2e8b000    | 7.82     | DATA (R-DAC?)
95328      | 0x2e8c000    | 7.77     | DATA (R-DAC?)
95336      | 0x2e8d000    | 7.73     | DATA (R-DAC?)
95344      | 0x2e8e000    | 7.54     | DATA (R-DAC?)
95352      | 0x2e8f000    | 7.76     | DATA (R-DAC?)
95360      | 0x2e90000    | 7.80     | DATA (R-DAC?)
95368      | 0x2e91000    | 7.61     | DATA (R-DAC?)
95376      | 0x2e92000    | 7.78     | DATA (R-DAC?)
95384      | 0x2e93000    | 7.79     | DATA (R-DAC?)
95392      | 0x2e94000    | 7.68     | DATA (R-DAC?)
95400      | 0x2e95000    | 7.80     | DATA (R-DAC?)
95408      | 0x2e96000    | 7.80     | DATA (R-DAC?)
95416      | 0x2e97000    | 7.79     | DATA (R-DAC?)
95424      | 0x2e98000    | 7.77     | DATA (R-DAC?)
95432      | 0x2e99000    | 7.77     | DATA (R-DAC?)
95440      | 0x2e9a000    | 7.27     | DATA (R-DAC?)
95448      | 0x2e9b000    | 7.74     | DATA (R-DAC?)
95456      | 0x2e9c000    | 7.80     | DATA (R-DAC?)
95464      | 0x2e9d000    | 7.83     | DATA (R-DAC?)
95472      | 0x2e9e000    | 7.79     | DATA (R-DAC?)
95480      | 0x2e9f000    | 7.81     | DATA (R-DAC?)
95488      | 0x2ea0000    | 7.68     | DATA (R-DAC?)
95496      | 0x2ea1000    | 7.77     | DATA (R-DAC?)
95504      | 0x2ea2000    | 7.74     | DATA (R-DAC?)
95512      | 0x2ea3000    | 7.33     | DATA (R-DAC?)
95520      | 0x2ea4000    | 7.76     | DATA (R-DAC?)
95528      | 0x2ea5000    | 7.77     | DATA (R-DAC?)
95536      | 0x2ea6000    | 7.80     | DATA (R-DAC?)
95544      | 0x2ea7000    | 7.80     | DATA (R-DAC?)
95552      | 0x2ea8000    | 7.81     | DATA (R-DAC?)
95560      | 0x2ea9000    | 7.61     | DATA (R-DAC?)
95568      | 0x2eaa000    | 7.74     | DATA (R-DAC?)
95576      | 0x2eab000    | 7.75     | DATA (R-DAC?)
95584      | 0x2eac000    | 7.66     | DATA (R-DAC?)
95592      | 0x2ead000    | 7.79     | DATA (R-DAC?)
95600      | 0x2eae000    | 7.79     | DATA (R-DAC?)
95608      | 0x2eaf000    | 7.53     | DATA (R-DAC?)
95616      | 0x2eb0000    | 7.73     | DATA (R-DAC?)
95624      | 0x2eb1000    | 7.75     | DATA (R-DAC?)
95632      | 0x2eb2000    | 7.46     | DATA (R-DAC?)
95640      | 0x2eb3000    | 7.74     | DATA (R-DAC?)
95648      | 0x2eb4000    | 7.78     | DATA (R-DAC?)
95656      | 0x2eb5000    | 7.81     | DATA (R-DAC?)
95664      | 0x2eb6000    | 7.80     | DATA (R-DAC?)
95672      | 0x2eb7000    | 7.80     | DATA (R-DAC?)
95680      | 0x2eb8000    | 7.68     | DATA (R-DAC?)
95688      | 0x2eb9000    | 7.76     | DATA (R-DAC?)
95696      | 0x2eba000    | 7.76     | DATA (R-DAC?)
95704      | 0x2ebb000    | 7.80     | DATA (R-DAC?)
95712      | 0x2ebc000    | 7.77     | DATA (R-DAC?)
95720      | 0x2ebd000    | 7.75     | DATA (R-DAC?)
95728      | 0x2ebe000    | 7.59     | DATA (R-DAC?)
95736      | 0x2ebf000    | 7.73     | DATA (R-DAC?)
95744      | 0x2ec0000    | 7.81     | DATA (R-DAC?)
95752      | 0x2ec1000    | 7.66     | DATA (R-DAC?)
95760      | 0x2ec2000    | 7.76     | DATA (R-DAC?)
95768      | 0x2ec3000    | 7.77     | DATA (R-DAC?)
95776      | 0x2ec4000    | 7.69     | DATA (R-DAC?)
95784      | 0x2ec5000    | 7.79     | DATA (R-DAC?)
95792      | 0x2ec6000    | 7.80     | DATA (R-DAC?)
95800      | 0x2ec7000    | 7.80     | DATA (R-DAC?)
95808      | 0x2ec8000    | 7.77     | DATA (R-DAC?)
95816      | 0x2ec9000    | 7.76     | DATA (R-DAC?)
95824      | 0x2eca000    | 7.34     | DATA (R-DAC?)
95832      | 0x2ecb000    | 7.74     | DATA (R-DAC?)
95840      | 0x2ecc000    | 7.77     | DATA (R-DAC?)
95848      | 0x2ecd000    | 7.81     | DATA (R-DAC?)
95856      | 0x2ece000    | 7.82     | DATA (R-DAC?)
95864      | 0x2ecf000    | 7.81     | DATA (R-DAC?)
95872      | 0x2ed0000    | 7.68     | DATA (R-DAC?)
95880      | 0x2ed1000    | 7.78     | DATA (R-DAC?)
95888      | 0x2ed2000    | 7.76     | DATA (R-DAC?)
95896      | 0x2ed3000    | 7.39     | DATA (R-DAC?)
95904      | 0x2ed4000    | 7.45     | DATA (R-DAC?)
95912      | 0x2ed5000    | 7.39     | DATA (R-DAC?)
95920      | 0x2ed6000    | 7.39     | DATA (R-DAC?)
95928      | 0x2ed7000    | 7.75     | DATA (R-DAC?)
95936      | 0x2ed8000    | 7.80     | DATA (R-DAC?)
95944      | 0x2ed9000    | 7.50     | DATA (R-DAC?)
95952      | 0x2eda000    | 7.75     | DATA (R-DAC?)
95960      | 0x2edb000    | 7.80     | DATA (R-DAC?)
95968      | 0x2edc000    | 7.81     | DATA (R-DAC?)
95976      | 0x2edd000    | 7.79     | DATA (R-DAC?)
95984      | 0x2ede000    | 7.80     | DATA (R-DAC?)
95992      | 0x2edf000    | 7.41     | DATA (R-DAC?)
96000      | 0x2ee0000    | 7.75     | DATA (R-DAC?)
96008      | 0x2ee1000    | 7.80     | DATA (R-DAC?)
96016      | 0x2ee2000    | 7.61     | DATA (R-DAC?)
96024      | 0x2ee3000    | 7.76     | DATA (R-DAC?)
96032      | 0x2ee4000    | 7.74     | DATA (R-DAC?)
96040      | 0x2ee5000    | 7.76     | DATA (R-DAC?)
96048      | 0x2ee6000    | 7.77     | DATA (R-DAC?)
96056      | 0x2ee7000    | 7.71     | DATA (R-DAC?)
96064      | 0x2ee8000    | 7.70     | DATA (R-DAC?)
96072      | 0x2ee9000    | 7.79     | DATA (R-DAC?)
96080      | 0x2eea000    | 7.78     | DATA (R-DAC?)
96088      | 0x2eeb000    | 7.76     | DATA (R-DAC?)
96096      | 0x2eec000    | 7.78     | DATA (R-DAC?)
96104      | 0x2eed000    | 7.77     | DATA (R-DAC?)
96112      | 0x2eee000    | 7.72     | DATA (R-DAC?)
96120      | 0x2eef000    | 7.75     | DATA (R-DAC?)
96128      | 0x2ef0000    | 7.71     | DATA (R-DAC?)
96136      | 0x2ef1000    | 7.78     | DATA (R-DAC?)
96144      | 0x2ef2000    | 7.79     | DATA (R-DAC?)
96152      | 0x2ef3000    | 7.79     | DATA (R-DAC?)
96160      | 0x2ef4000    | 7.65     | DATA (R-DAC?)
96168      | 0x2ef5000    | 7.76     | DATA (R-DAC?)
96176      | 0x2ef6000    | 7.74     | DATA (R-DAC?)
96184      | 0x2ef7000    | 7.78     | DATA (R-DAC?)
96192      | 0x2ef8000    | 7.79     | DATA (R-DAC?)
